area,category,name,phone
"Ballinteer, Dublin",Blinds - Manufacturing,Ballinteer Blinds,(01)2961198
"Ballinteer, Dublin",Photographers - Commercial & Industrial,"Kenna, Mr David .A",(086)2576721
"Ballinteer, Dublin",Windows, DK Windows ,(1800)907228
"Ballinteer, Dublin",Sports & Leisure Complexes, dlr Leisure Services Meadowbrook ,(01)2995610
"Ballinteer, Dublin",Doctors - General Practitioners,"Murphy, Dr. D.J.",(01)2986702
"Ballinteer, Dublin",Hairdressers - Ladies,Hermans Haircare,(01)2980415
"Ballinteer, Dublin",Dry Cleaners,Quality Dry Cleaners,(01)2983837
"Ballinteer, Dublin",Dry Cleaners,McCanns Dry Cleaners,(01)2964932
"Ballinteer, Dublin",Accounting & Bookkeeping Service,"Barrett, Aidan",(01)2982813
"Ballinteer, Dublin",Make-up Artists,Burke Dee,(01)2988788
"Ballinteer, Dublin",Accountants,Meehan & Associates,(01)2980163
"Ballinteer, Dublin",Draughting Service,Acorn Consulting,(087)2885374
"Ballinteer, Dublin","Schools & Colleges Business,Commercial & Design",Legal Training Services,(01)4954522
"Ballinteer, Dublin",Health Service Executive,HSE Health Centre Ballinteer,(01)2164500
"Baldoyle, Dublin",Waste Disposal,Northside Recycling,(1890)942638
"Baldoyle, Dublin",Schools & Colleges - National,St Peter & Pauls N S,(01)8322938
"Baldoyle, Dublin",Libraries,Public Libraries,(01)8906793
"Baldoyle, Dublin",Electrical Equipment & Supplies - Wholesale,Electric Merchants,(01)8394322
"Baldoyle, Dublin",Secretarial Services,Virtual Office Company,(01)8618300
"Baldoyle, Dublin",Graphic Designers,Inky Design,(01)8324163
"Baldoyle, Dublin",Kitchen Cabinets & Units,Euro Kitchens,(01)8476929
"Baldoyle, Dublin",Insulation Service,Fitzsimons Insulations,(1890)908373
"Baldoyle, Dublin",Convents,Missionary Sisters of the Holy Rosary,(01)8390291
"Baldoyle, Dublin",Charities & Caring Groups,Good Shepherd Pastoral Centre The,(01)8321367
"Baldoyle, Dublin",Convents,Missionary Sisters of the Holy Rosary,(01)8476219
"Baldoyle, Dublin",Convents,Sisters of St Joseph of the Sacred Heart,(01)8324508
"Baldoyle, Dublin",Builders - General Contractors,Bredican & Co Ltd,(01)8393753
"Baldoyle, Dublin",Vending Machines,Vending Automatic Ltd,(01)8392033
"Baldoyle, Dublin",Health Foods & Products,Nutrasport Ltd,(01)8394988
"Baldoyle, Dublin",Safety Consultants & Training,Andrew Doyle Safety Consultants Ltd,(01)8396577
"Baldoyle, Dublin",Charities & Caring Groups,L'Arche Dublin (office),(01)8394356
"Baldoyle, Dublin","Insurance Agents, Brokers & Consultants",Courtney Insurances Ltd,(01)8395611
"Ballinteer, Dublin",Supermarkets,Spar,(01)2987000
"Ballinteer, Dublin",Recruitment Specialists,Asset Recruitment,(01)6349898
"Ballinteer, Dublin",Painting & Decorating Contractors,Seamus Duff,(086)6783077
"Ballinteer, Dublin",Convents,Sisters of Bon Secours,(01)2988130
"Ballinteer, Dublin",Music Teachers,"Murphy, John",(087)9302384
"Ballinteer, Dublin",Engineers - Consulting,Burroughs design partnership Ire Ltd,(01)2985421
"Ballinteer, Dublin",Architects,"Byrne, Brian",(087)6668016
"Ballinteer, Dublin",Language Aids,Colaiste Naomh Eoin,(01)2985287
"Ballinteer, Dublin",Public Houses & Lounge Bars,Ballinteer House,(01)2951183
"Ballinteer, Dublin",Architects,Cummins & Voortman,(01)2966507
"Ballinteer, Dublin",Timber Decking,Tony Dillon Carpentry,(01)2984200
"Ballinteer, Dublin",Orthodontists,"Kavanagh Dr, Dermot",(01)2899002
"Ballinteer, Dublin",Montessori Schools,Absorbent Minds Limited,(01)2985133
"Ballinteer, Dublin",Carpenters & Joiners,Tony Dillon Carpentry,(087)9023999
"Ballinteer, Dublin",Roofing Materials,Noonan Paul Building Products Ltd,(01)2166734
"Ballinteer, Dublin",Hair Removing,Ebano Hair And Beauty Limited,(01)2987921
"Ballyboden, Dublin",Carpets - Cleaning,Cleanbright Carpet Cleaning,(087)9580031
"Artane, Dublin",Photographers, Gavin Richard Photography ,(01)8510000
"Baldoyle, Dublin",Health Clubs,Curves Baldoyle,(01)8326047
"Baldoyle, Dublin",Post Offices,An Post,(01)8397221
"Baldoyle, Dublin",Computer Consultancy,Desktop Systems Ltd,(01)8393500
"Baldoyle, Dublin",Internet Services,Willows Consulting,(01)5242100
"Baldoyle, Dublin",Associations & Institutes,Christian Bros' African Mission Office,(01)8321211
"Baldoyle, Dublin",Spraying Equipment,Aristospray,(01)8063003
"Baldoyle, Dublin",Blinds - Window,O'Neills Window Blinds,(083)3303131
"Baldoyle, Dublin",Windows - Repairs & Restoration,Coastal Glass Baldoyle,(1850)840940
"Baldoyle, Dublin",Gutters,A Class Guttering &Roofing Services,(087)6444064
"Baldoyle, Dublin",Creches & Nursery Schools,Anchor Childcare Ltd,(01)8399025
"Baldoyle, Dublin",Artists,Karen Mc'Sweeney,(01)8393218
"Baldoyle, Dublin",Painting Contractors - Industrial,Campbell D John Painting Contractors,(086)8520404
"Baldoyle, Dublin",Garages,Brophy Tom Motors,(01)8463369
"Baldoyle, Dublin",Lifts,Doppler Lifts,(01)8398040
"Baldoyle, Dublin",Garden Centres,GreenMan Gardens,(087)7542061
"Ballinteer, Dublin",Architects,Whittaker AJ & Associates,(01)2984147
"Ballinteer, Dublin",Architects,Regan & Associates Architects,(01)2980711
"Ballinteer, Dublin",Dental Surgeons,Ballinteer Dental Practice,(01)2986372
"Ballinteer, Dublin",Yoga,Harmony Yoga Ireland,(087)8263778
"Ballinteer, Dublin",Washing Machines - Repairing,Gavins Appliance Repairs,(01)2960291
"Ballinteer, Dublin",Uniforms,Ryan Donal Ltd,(01)2980341
"Ballinteer, Dublin",Typewriters,Central Office Machines,(01)4931310
"Ballinteer, Dublin",Translators & Interpreters,Zdenek Tasl,(01)2960533
"Ballinteer, Dublin",Translators & Interpreters,Global Translations Ltd,(01)2960069
"Balbriggan, Dublin",Watches,Caffrey Thos,(01)8411836
"Ballyboden, Dublin",Supermarkets,Costcutters,(01)4932050
"Ballyboden, Dublin",Post Offices,Ballyboden Post Office,(01)4932479
"ballyboden, Dublin",Bricklaying Contractors,Des Moriarty,(087)8111389
"Ballyboden, Dublin",Supermarkets,Spar,(01)4934891
"Ballyboden, Dublin",Electrical Contractors - Industrial,Smith Electrical Services Ltd,(087)2959486
"Ballyboden, Dublin",Kitchen Cabinets & Units,Kanwell Services,(087)2959988
"ballyboden, Dublin",Tiling Contractors,Hall Parraig Tiling,(087)6696607
"Ballyboden, Dublin",Cleaning & Maintenance Service,Ace Carpet Cleaners,(087)2446204
"Ballyboden, Dublin",Painting & Decorating Contractors,Malone P & Sons,(01)4947772
"Ballyboden, Dublin",Religious Organisations,Good Cousel Parish Choir,(01)4944966
"Ballyboden, Dublin",Churches,Church of Ireland,(01)4933953
"Ballyboden, Dublin",Adult Education & Courses,Ballyboden Adult Social Education (B.A.S.E.),(01)4935953
"Artane, Dublin",Plumbing Contractors,A AAAA All Dublin Plumbing & Heating Ltd,(01)7072465
"Artane, Dublin",Roofing Contractors,A.K Roofing,(085)7659957
"Artane, Dublin",Takeaway Foods,Fabio's Traditional Italian Pizza & Pasta,(01)8775333
"Artane, Dublin",Driving Schools,Go Driving!,(01)8474607
"Artane, Dublin",Driving Schools,Castle School of Motoring,(01)8310709
"Artane, Dublin",Convents,Sisters of St John of God,(01)8474884
"Artane, Dublin",Driving Schools,Artane Driving School,(087)6836770
"Artane, Dublin",Financial Services,Curran Delaney Financial Services Ltd,(01)8465785
"Artane, Dublin",Tyres, Speedy Tyre & Auto Services ,(01)8489434
"Artane, Dublin",Solicitors,Martins Solicitors,(01)8478188
"Baldoyle, Dublin",Posters,Digital Print & Image,(01)4406666
"Baldoyle, Dublin",Hairdressers - Ladies,Hair By Barbara,(01)8393709
"Baldoyle, Dublin",Electricians - General,Fisher Joseph Electrical,(01)8393069
"Baldoyle, Dublin",Painting & Decorating Contractors,Interior Exterior Decorators,(087)2258246
"Baldoyle, Dublin",Landscape Gardeners & Contractors,Eoin Healy Garden Landscaping,(087)2545963
"Baldoyle, Dublin",Painting & Decorating Contractors,Campbell D John Painting Contractors,(01)8396115
"Baldoyle, Dublin",Vehicle Testing,Bermingham Aiden FIS Ltd,(01)8394579
"Baldoyle, Dublin",Graffiti Cleaning,LM Cleaning Ltd,(086)2200077
"Baldoyle, Dublin","Insurance Agents, Brokers & Consultants",Challenge Insurance,(01)8395942
"Baldoyle, Dublin",Picture Frames,Regency Frames,(1890)907127
"Ballinteer, Dublin",Theatres,Amharclann Naithi,(01)2962462
"Ballinteer, Dublin",Telephone Answering Machines,Woodpark Business Services Ltd,(01)2988617
"Ballinteer, Dublin",Taxis & Taxicabs,Burke Michael,(01)4930930
"Ballinteer, Dublin",Surveyors - Geodetic,Reynolds Surveying Ltd,(01)2962668
"Ballinteer, Dublin",Supermarkets,Centra,(01)2986165
"Ballinteer, Dublin",Supermarkets,Superquinn,(01)2989131
"Ballinteer, Dublin",Steam - Cleaning,Pave Blaster,(01)2164350
"Ballinteer, Dublin",Stationery,Lissadel Stationers Ltd,(01)2989078
"Ballinteer, Dublin",Sports & Leisure Consultants,Multi Sport Corporation The,(01)2951738
"Ballinteer, Dublin",Speech & Language Therapists,Dooley Suzanna BSc Hons MIASLT MRCSLT,(086)6098109
"Ballinteer, Dublin",Service Stations - Cars,Ballinteer Service Station,(01)4945813
"Ballinteer, Dublin",Service Stations - Cars,Maxol Service Stations,(01)2960692
"Balbriggan, Dublin",Waste Disposal,M&M Skip Hire,(1890)941235
"Balbriggan, Dublin",Waste Disposal,Pac-on Skip Hire,(1850)940514
"Balbriggan, Dublin",Photographers,fingal weddings . com,(01)6911647
"Balbriggan, Dublin",Photographers,Total Image Photo.org,(086)1654693
"Balbriggan, Dublin",Heating Contractors - Domestic,Nouveau Bathrooms,(01)6911241
"Balbriggan, Dublin",Heating Contractors - Domestic,Hidden Heat,(087)2702862
"Balbriggan, Dublin",Schools & Colleges - National,Bracken Educate Together NS,(01)6911476
"Balbriggan, Dublin",Window Cleaning,GlanUisce Property Care Ltd,(01)8415454
"Balbriggan, Dublin",Plumbing Contractors,ASAP Plumbing & Heating,(086)8232928
"Balbriggan, Dublin",Plumbing Contractors,"Kearns, Jimmy",(01)8412411
"Balbriggan, Dublin",Property Management,Macfar Property Management,(01)8415503
"Balbriggan, Dublin",Takeaway Foods,Mizzoni's Pizza & Pasta Co,(01)6904629
"Balbriggan, Dublin",Takeaway Foods,Libero Borza,(01)6911577
"Balbriggan, Dublin",Libraries,Public Libraries,(01)8704401
"Balbriggan, Dublin",Green Guide - Energy Management & Conservation,Premium Power,(01)8105032
"Ballyboden, Dublin",Convents,Sisters of Bon Secours,(01)4941596
"Ballyboden, Dublin","Insurance Agents, Brokers & Consultants",Murphy Kieran Insurance Consultants,(01)4951970
"Ballyboden, Dublin",Insulation Service,Nanotec Insulations,(01)4164685
"Ballyboden, Dublin",Plant Hire & Contractors,Vamore Developments Ltd,(01)4938400
"Ballyboden, Dublin",Steel Fabrications,D & H Steel Fabrications,(01)4946459
"Ballyboden, Dublin",Shop Fitters,MDA-Modern Display Artists Ltd,(01)4938555
"Ballyboden, Dublin",Pet Grooming & Supplies,Shaggy Tails,(01)4061033
"Ballyboghil, Dublin",Painting & Decorating Contractors,RPM Property Services,(01)8433596
"Ballybough, Dublin",Photographers,Speirs D,(01)8558154
"Ballinascorney, Dublin",Golf Clubs & Courses,Millgrove Ltd,(01)4512082
"Ballinascorney, Dublin",Golf Clubs & Courses,Dublin City Golf Club,(01)4516430
"Ballsbridge, Dublin",Bed & Breakfast,Aaron Court,(01)2602631
"Artane, Dublin",Car Dismantlers,Summerhill Spares,(01)8673232
"Artane, Dublin",Builders - General Contractors,A Alpine Services,(086)2366177
"Artane, Dublin","Insurance Agents, Brokers & Consultants",Dolmen Insurance Brokers Ltd,(1890)947785
"Artane, Dublin",Builders - General Contractors,Quality Building Services Ltd,(086)2528511
"Artane, Dublin",Roofing Contractors,Phillips Roofing,(087)6317249
"Artane, Dublin",Beauty Salons,Nail & Beauty Bar,(1890)948901
"Artane, Dublin",Mortgage Brokers & Services,Focus Life & Pensions,(01)8022336
"Artane, Dublin",First Aid Supplies & Services,Apex Medical Training,(086)8135040
"Artane, Dublin",Computer Software,ITS Irl Ltd,(01)8329830
"Artane, Dublin",Printing,Print and Design,(087)9272973
"Artane, Dublin",Car Dealers - New & Used,Ana Motors,(01)8470047
"Artane, Dublin",Paving & Kerbing Contractors,Artane Design,(087)1504252
"Artane, Dublin",Builders - General Contractors,En-Mere Construction,(01)8473136
"Artane, Dublin",Post Offices,An Post,(01)8310716
"Artane, Dublin",Health Foods & Products,Humming Bird Health Store,(01)8328641
"Artane, Dublin",Sports & Leisure Complexes,ENRG,(01)8472464
"Artane, Dublin",Builders - General Contractors,En-Mere Construction,(087)4161715
"Artane, Dublin",Property Development Companies,Walls Development,(01)8023000
"Artane, Dublin",Restaurants,Cinnamon Cafe,(01)8329804
"Baldoyle, Dublin",Restaurants,Giulio's Takeaway,(01)8394087
"Baldoyle, Dublin",Interior Designers,Interior Bliss,(086)6081574
"Baldoyle, Dublin",Health Service Executive,Health Service Executive,(01)8322483
"Baldoyle, Dublin",Health Service Executive,Health Service Executive,(01)8392331
"Baldoyle, Dublin",Stainless Steel - Fabrications,Mac Engineering Services,(01)8324179
"Baldoyle, Dublin",Fire Doors,Casey Doors Ltd,(01)8390325
"Baldoyle, Dublin",Public Houses & Lounge Bars,Racecourse Inn (Baldoyle) Ltd,(01)8391816
"Baldoyle, Dublin",Dry Cleaners,Coast Cleaners,(01)8325394
"Baldoyle, Dublin",Doctors - General Practitioners,"O'Toole, Dr Sean",(01)8325751
"Baldoyle, Dublin",Convents,Religious Sisters of Charity,(01)8325983
"Baldoyle, Dublin",Convents,Religious Sisters of Charity Scoil Naomh Mhuire Primary School,(01)8326782
"Baldoyle, Dublin",Architects,Goodwin Architects,(01)8167965
"Baldoyle, Dublin",Pet Grooming & Supplies,Groomingdale's Sandra Boyd Multi-award winning groomer,(087)9170526
"Baldoyle, Dublin",Landscape Gardeners & Contractors,JC Gardens Ltd.,(01)4411079
"Baldoyle, Dublin",Packaging Materials,Mourne Supplies Company,(01)8660136
"Baldoyle, Dublin",Takeaway Foods,Fritz Take Away,(01)8391999
"Baldoyle, Dublin",Beauty Salons,Eclipse Beauty Salon,(01)8324923
"Baldoyle, Dublin","Fireplaces, Equipment & Accessories",KEM,(01)8395300
"Baldoyle, Dublin",Builders Providers - Materials,Celuplast ltd PVC building materials,(01)8474676
"Baldoyle, Dublin",Orthodontists,Murray Dr Sean B Dent Sc,(01)8394770
"Ballinteer, Dublin",Schools & Colleges - Post Primary & Tutorial,Ballinteer Community School,(01)2988195
"Ballinteer, Dublin",Schools & Colleges - Post Primary & Tutorial,Wesley College,(01)2987066
"Ballinteer, Dublin",Schools & Colleges - National,St Michaels House,(01)4935154
"Ballinteer, Dublin",Schools & Colleges - National,Our Ladys Girls National School,(01)4944052
"Ballinteer, Dublin",Sales Training,Sales Decisions,(01)2965355
"Ballinteer, Dublin",Sales Promotion Consultants,Retail Promotions Ltd.,(01)2986390
"Ballinteer, Dublin",Religious Organisations,Meadowbrook Prayer Group,(01)2987401
"Ballinteer, Dublin",Recruitment Specialists,Asset Recruitment,(01)2962575
"Ballinteer, Dublin",Recording Studios,Block Mr Colin,(01)2987794
"Ballinteer, Dublin",Recording Studios,Mrvoiceovers.com,(01)2986044
"Ballinteer, Dublin",Public Houses & Lounge Bars,Willows The,(01)2984310
"Ballinteer, Dublin",Public Houses & Lounge Bars,Ballinteer House,(01)2985011
"Ballinteer, Dublin",Public Houses & Lounge Bars,The Coach house,(01)2987088
"Ballinteer, Dublin",Property Development Companies,Dorville Homes Limited,(01)2079016
"Ballinteer, Dublin",Plumbing Contractors,Daly Michael,(01)2989331
"Ballinteer, Dublin",Physiotherapists,Dundrum Physiotherapy Clinic,(01)2985737
"Ballinteer, Dublin",Photographers,Griffin Mark Photographer,(01)2980689
"Ballinteer, Dublin",Photographers,Dann Richard,(01)4938004
"Ballinteer, Dublin",Photographers,David A Kenna,(01)2968978
"Balbriggan, Dublin",Roofing Contractors,JC Roofing,(01)8413946
"Balbriggan, Dublin",Graphic Designers,MDD Graphic Design,(087)1200145
"Balbriggan, Dublin",Graphic Designers,ReganGraphics,(086)8063333
"Balbriggan, Dublin",Tyres, First Stop Tyre Centres ,(01)8410020
"Balbriggan, Dublin",Churches,Church of Ireland,(01)8492247
"Balbriggan, Dublin","Insurance Agents, Brokers & Consultants",North County Brokers Ltd,(01)8411632
"Balbriggan, Dublin",Creches & Nursery Schools,Circle of Friends Creche,(086)8282734
"Balbriggan, Dublin",Restaurants,Man o War,(01)8415528
"Balbriggan, Dublin",Office Facilities,Sarsfield Business Centre,(01)6901644
"Balbriggan, Dublin",Solicitors,Balbriggan Solicitors,(1890)947564
"Balbriggan, Dublin",Charities & Caring Groups,ADD ADHD Support Group,(01)8413444
"Balbriggan, Dublin",Car Painters & Sprayers,Dentmedic,(086)3140056
"Balbriggan, Dublin",Car Distributors & Importers,Madison Motors Ltd,(01)8416165
"Ballyboden, Dublin",Mushroom Growers Requisites,Display Board,(01)4930725
"Ballyboden, Dublin",Home Shopping,Kaiser & Kraft Ltd,(01)4937185
"Ballyboden, Dublin",Gutters,M & M Gutters,(086)8484125
"Ballyboden, Dublin",Disc Jockeys (D.J.s),Goddard Mr David,(087)9204469
"Ballyboden, Dublin",Youth Organisations,Whitechurch Youth Development Project,(01)4935555
"Ballyboden, Dublin",Computers,Ross Computers,(01)4954300
"Ballyboden, Dublin",Coaches - Charter Services,Mortons Coaches Dublin Ltd,(01)4944927
"Ballyboden, Dublin",Boilers - Maintenance,S E S Ltd,(01)4934566
"Ballyboghil, Dublin",Montessori Schools,The Village Montessori,(01)8433392
"Ballyboghil, Dublin",Storage & Self Service Storage, Fingal Self Storage Facilities ,(086)8330092
"Ballyboghil, Dublin",Crash Repairs,Dungan J & P,(01)8433423
"Ballyboghil, Dublin",Post Offices,An Post,(01)8433301
"Ballyboghil, Dublin",Alternative & Complementary Medicine,Zenith Holistic Clinic,(01)8433788
"Ballyboghil, Dublin",Plumbing Contractors,All Seasons Plumbing,(086)8334242
"Ballyboghil, Dublin",Hairdressers - Ladies,Red Velvet Hair Salon,(01)8433837
"Ballyboghil, Dublin",Fruit & Vegetables,Riverside Produce,(087)8433952
"Ballyboghil, Dublin",Landscape Gardeners & Contractors,Tully Martin Ltd,(086)6009329
"Ballyboghil, Dublin",Windows,Amber Windows,(01)8407729
"Ballyboghil, Dublin",Translators & Interpreters,Lynch Ann,(01)8433745
"Ballyboghil, Dublin",Steel Fabrications,Beechfield Engineers Ltd,(01)8433125
"Ballyboghil, Dublin",Plumbing Contractors,J B Wynne & Son,(01)8433288
"Ballyboghil, Dublin",Plumbing Contractors,J B Wynne & Son,(087)2597355
"Ballyboghil, Dublin",Plumbing Contractors,Anderson Heating Services,(01)8433629
"Ballyboghil, Dublin",Plumbing Contractors,B & K Ltd,(01)8433381
"Ballyboghil, Dublin",Paving & Kerbing Contractors,Oceanstone Ltd.,(01)8021934
"Ballyboghil, Dublin",Landscape Gardeners & Contractors,Tully Landscapes Ltd,(01)8433174
"Ballybough, Dublin",Roofing Contractors,AA All Cover Roofing,(086)8041194
